ISO3,Name,Year,Start Date,Event Name,Hazard Category,Hazard Type,New Displacements
USA,United States,2018,2018-03-01,USA: Winter Storm - Northeast - 1/3/2018,Weather related,Extreme temperature,269
USA,United States,2018,2018-11-08,USA: Wildfire (Camp) - Butte County (California) - 8/11/2018,Weather related,Wildfire,53400
USA,United States,2018,2018-02-17,"USA: Floods - Midwest, South, Central - 17/2/2018",Weather related,Flood,356
USA,United States,2018,2018-11-05,USA: Tornado - Tennessee - 5/11/2018,Weather related,Storm,8
USA,United States,2018,2018-11-05,USA: Tornado - Okaloosa (Florida) - 5/11/2018,Weather related,Storm,269
USA,United States,2018,2018-11-30,USA: Tornado - Van Buren (Arkansas) - 30/11/2018,Weather related,Storm,13
USA,United States,2018,2018-10-07,USA: Sink hole - Bristol (Florida) - October 2018,Weather related,Wet mass movement,5
USA,United States,2018,2018-11-02,USA: Tornado - Baltimore (Maryland) - 2/11/2018,Weather related,Storm,64
USA,United States,2018,2018-01-12,USA: Ice Jam Floods - Northeast USA - 12/1/2018,Weather related,Flood,280
USA,United States,2018,2018-01-09,USA: Mudslides/Flooding - California - 9/1/2018,Weather related,Flood,260
USA,United States,2018,2018-09-05,USA: Wildfire (Delta) - Shasta and Trinity Counties (California) - 6/9/2018,Weather related,Wildfire,62
USA,United States,2018,2018-08-10,USA: Flooding - Bergen county (New Jersey) - 10/8/2018,Weather related,Flood,73
USA,United States,2018,2018-09-03,"USA: Flood - Manhattan, Riley County (Kansas) - 3/9/2018",Weather related,Flood,300
USA,United States,2018,2018-01-21,USA: Flood - Midwest - 21/1/2018,Weather related,Flood,24
USA,United States,2018,2018-07-24,USA: Flood - Santa Fe (Albuquerque) - 23/7/2018,Weather related,Flood,3
USA,United States,2018,2018-08-13,USA: Storms - Prince George county (Maryland) - 13/8/2018,Weather related,Storm,8
USA,United States,2018,2018-07-17,USA: Wildfire (Upriver Beacon) - Upper Beacon (Washington) - 17/7/2018,Weather related,Wildfire,8
USA,United States,2018,2018-07-19,USA: Thunderstorms - Bondurant (Iowa) - 19/7/2018,Weather related,Storm,31
USA,United States,2018,2018-07-19,USA: Wildfire (Skyline) - Orchard Glen (California) - 19/7/2018,Weather related,Wildfire,390
USA,United States,2018,2018-07-25,USA: Wildfire (Cranston) - Riverside County (California) - 25/7/2018,Weather related,Wildfire,6000
USA,United States,2018,2018-07-29,USA: Wildfire (Park Road) - Burnet County (Texas) - 29/7/2018,Weather related,Wildfire,600
USA,United States,2018,2018-07-26,USA: Wildfire (Grassy Ridge) - Clark County (Idaho) - 26/7/2018,Weather related,Wildfire,600
USA,United States,2018,2018-07-27,USA: Wildfire (Chelan Hills) - Douglas County (Washington) - 27/7/2018,Weather related,Wildfire,252
USA,United States,2018,2018-07-24,USA: Wildfire (259) - Brown County (Texas) - 23/7/2018,Weather related,Wildfire,3
USA,United States,2018,2018-06-18,USA: Flood - Texas - 18/6/2018,Weather related,Flood,350
USA,United States,2018,2018-04-13,"United States : Severe Weather Event ( Thunderstorms)  -  Florida, Georgia, South Carolina, North Carolina, Virginia, Ohio - 13/04/2018",Weather related,Storm,200
USA,United States,2018,2018-06-18,USA: Storm - New Hampshire - 18/6/2018,Weather related,Storm,3
USA,United States,2018,2018-07-19,USA: Wildfire (Buckshot) - Grant County (Washington) - 19/7/2018,Weather related,Wildfire,4200
USA,United States,2018,2018-06-18,USA: Thunderstorm - Springfield (Massachusetts) - 18/6/2018,Weather related,Storm,100
USA,United States,2018,2018-09-26,USA: Floods - Rankin County (Mississippi) - 26/9/2018,Weather related,Flood,260
USA,United States,2018,2018-08-10,USA: Flooding - Ocean County (New Jersey) - 13/8/2018,Weather related,Flood,260
USA,United States,2018,2018-07-17,USA: Wildfire (Substation) - Sherman and Wasco Counties (Oregon) - 17/7/2018,Weather related,Wildfire,200
USA,United States,2018,2018-08-01,USA: Wildfire (Boyds) - Ferry (Washington) - 11/8/2018,Weather related,Wildfire,210
USA,United States,2018,2018-08-02,USA: Flood - Lynchburg (Virginia) - 2/8/2018,Weather related,Flood,150
USA,United States,2018,2018-08-04,"United States: Wildfire (Waianae and Makaha Valleys) - Leeward Coast, Oahu (Hawaii) - 04/05/2018",Weather related,Wildfire,40
USA,United States,2018,2018-08-02,USA: Flood - Campbell County (Virginia) - 2/8/2018,Weather related,Flood,2
USA,United States,2018,2018-07-29,USA: Wildfire (South Valley) - Wasco County (Oregon) - 29/7/2018,Weather related,Wildfire,400
USA,United States,2018,2018-08-02,USA: Wildfire (Angel Springs) - Lincoln County (Washington) - 2/8/2018,Weather related,Wildfire,400
USA,United States,2018,2018-08-06,USA: Wildfire (Hilltop) - Sanpete (Utah) - 6/8/2018,Weather related,Wildfire,350
USA,United States,2018,2018-11-08,USA: Wildfire (Hill) - Ventura County (California) - 8/11/2018,Weather related,Wildfire,1200
USA,United States,2018,2018-06-21,USA: Graham Wildfire - Jefferson County (Oregon) - 21/6/2018,Weather related,Wildfire,520
USA,United States,2018,2018-06-16,"USA: Floods - Michigan, Minnesota, Wisconsin - 16/6/2018",Weather related,Flood,240
USA,United States,2018,2018-04-13,United States: Wildfire - Oklahoma - 13/04/2018,Weather related,Wildfire,200
USA,United States,2018,2018-09-15,USA: Wildfire (Roosevelt) - Sublette (Wyoming) - 15/9/2018,Weather related,Wildfire,500
USA,United States,2018,2018-06-01,"USA: Wildfire (416) - San Juan County, La Plata County (Colorado) - 1/6/2018",Weather related,Wildfire,5200
USA,United States,2018,2018-05-27,USA: Flood - Ellicott City (Maryland) - 27/5/2018,Weather related,Flood,60
USA,United States,2018,2018-04-13,United States: Kauai - Floods - 13/04/2018,Weather related,Flood,475
USA,United States,2018,2018-08-15,USA: Hurricane Lane - Hawaii - 21/8/2018,Weather related,Storm,1753
USA,United States,2018,2018-08-22,USA: Wildfire (Ramsey Canyon) - Jackson (Oregon) - 22/8/2018,Weather related,Wildfire,120
USA,United States,2018,2018-03-21,"United States: Severe Weather - Nor'easter -  New Jersey, Massachusetts - 22/03/2018",Weather related,Storm,9
USA,United States,2018,2018-04-12,United States - Rhea fire - Dewey; Oklahoma - 12/04/2018,Weather related,Wildfire,83
USA,United States,2018,2018-08-12,USA: Flooding - Schuylkill County (Pennsylvania) - 12/8/2018,Weather related,Flood,35
USA,United States,2018,2018-04-13,United States: Severe Weather Event (Thunderstorms) - Arkansas - 14/04/2018,Weather related,Storm,30
USA,United States,2018,2018-04-12,United States: 34 Fire Complex Fire - Woodward; Oklahoma - 12/04/2018,Weather related,Wildfire,91
USA,United States,2018,2018-07-13,USA: Wildfire (Ferguson) - Yosemite (California) - 13/7/2018,Weather related,Wildfire,12
USA,United States,2018,2018-07-06,USA: Thunderstorm - Durham (North Carolina) - 6/7/2018,Weather related,Storm,8
USA,United States,2018,2018-09-08,USA: Floods - Jeffersonville (Indiana) - 8/9/2018,Weather related,Flood,5
USA,United States,2018,2018-07-14,USA: Flood - Clayton County (Georgia) - 14/7/2018,Weather related,Flood,30
USA,United States,2018,2018-08-12,USA: Flooding - Seneca (New York) - 12/8/2018,Weather related,Flood,55
USA,United States,2018,2018-08-24,USA: Wildfire - Maui and Oahu Counties (Hawaii) - 21/8/2018,Weather related,Wildfire,500
USA,United States,2018,2018-07-05,"USA: Wildfire (Klamathon) - California, Oregon - 5/7/2018",Weather related,Wildfire,500
USA,United States,2018,2018-08-04,USA: Tornado - Worcester County (Massachusetts) - 4/8/2018,Weather related,Storm,43
USA,United States,2018,2018-07-30,USA: Flooding - Cambria County (Pennsylvania) - 30/7/2018,Weather related,Flood,55
USA,United States,2018,2018-09-20,USA: Storms - Rice County (Minnesota) - 21/9/2018,Weather related,Storm,31
USA,United States,2018,2018-08-01,USA: Wildfire (Omega) - El Dorado County (California) - 1/8/2018,Weather related,Wildfire,3
USA,United States,2018,2018-04-25,United States: Sinkhole - Lebanon; Pennsylvania - 25/04/2018,Weather related,Wet mass movement,12
USA,United States,2018,2018-10-02,USA: Tornado - Conneautville - Crawford County (Pennsylvania) - 2/10/2018,Weather related,Storm,160
USA,United States,2018,2018-07-06,USA: Wildfire (West) - San Diego (California) - 6/7/2018,Weather related,Wildfire,1000
USA,United States,2018,2018-07-06,USA: Wildfire (Holiday) - Santa Barbara (California) - 6/7/2018,Weather related,Wildfire,3700
USA,United States,2018,2018-06-20,USA: Flood - Bridgeville (Pennsylvania) - 20/6/2018,Weather related,Flood,5
USA,United States,2018,2018-07-10,USA: Wildfire (Ryegrass Coulee) - Kittias (Washington) - 10/7/2018,Weather related,Wildfire,120
USA,United States,2018,2018-10-02,USA: Dam Failure risk due to Flooding (post-Hurricane Rosa) - Tohono O'odham Nation (Arizona) - 2/10/2018,Weather related,Flood,192
USA,United States,2018,2018-09-03,USA: Flood - Pratt County (Kansas) - 3/9/2018,Weather related,Flood,4
USA,United States,2018,2018-08-11,USA: Wildfire (Grass Valley) - Douglas and Grant counties (Washington) - 11/8/2018,Weather related,Wildfire,980
USA,United States,2018,2018-12-28,USA: Flood - Clarke County (Alabama) - 28/12/2018,Weather related,Flood,39
USA,United States,2018,2018-12-28,USA: Flash Flood - Forrest County (Mississippi) - 28/12/2018,Weather related,Flood,65
USA,United States,2018,2018-12-28,USA: Flood - St. Charles Parish (Louisiana) - 28/12/2018,Weather related,Flood,31
USA,United States,2018,2018-07-10,USA: Tornado - Watford City (North Dakota) - 10/7/2018,Weather related,Storm,205
USA,United States,2018,2018-05-28,"Cuba, USA: Subtropical storm Alberto - 28/05/2018",Weather related,Storm,200
USA,United States,2018,2018-07-05,USA: Flood - Ohio Valley (Ohio) - 5/7/2018,Weather related,Storm,7
USA,United States,2018,2018-07-06,USA: Wildfire (Valley) - San Bernadino (California) - 6/7/2018,Weather related,Wildfire,1000
USA,United States,2018,2018-08-06,USA: Wildfire (Holy) - Riverside (California) - 6/8/2018,Weather related,Wildfire,21500
USA,United States,2018,2018-08-12,USA: Flooding - Broome County (New York) - 12/8/2018,Weather related,Flood,90
USA,United States,2018,2018-09-25,USA: Floods - Cranston (Rhode Island) - 25/9/2018,Weather related,Flood,16
USA,United States,2018,2018-06-30,"USA: Flood - Des Moines and Pleasant Hill, Polk County (Iowa) - 30/6/2018",Weather related,Flood,200
USA,United States,2018,2018-07-01,"USA: Wildfire (Conrad) - Selah, Naches (Washington) - 1/7/2018",Weather related,Wildfire,164
USA,United States,2018,2018-12-28,USA: Flood - Washington Parish (Louisiana) - 28/12/2018,Weather related,Flood,31
USA,United States,2018,2018-12-06,USA: Flooding - San Diego (California) - 6/12/2018,Weather related,Flood,50
USA,United States,2018,2018-09-21,USA: Floods - Sonora (Texas) - 21/9/2018,Weather related,Flood,650
USA,United States,2018,2018-06-21,USA: Flood - Rock Valley (Iowa) - 21/6/2018,Weather related,Flood,156
USA,United States,2018,2018-12-06,USA: Flood risk - California - 6/12/2018,Weather related,Flood,520
USA,United States,2018,2018-06-21,USA: Flood - Richmond (Virginia) - 21/6/2018,Weather related,Flood,40
USA,United States,2018,2018-12-18,USA: Tornado - Kitsap County (Washington) - 18/12/2018,Weather related,Storm,125
USA,United States,2018,2018-07-03,USA: Thunderstorm - Maryland - 3/7/2018,Weather related,Storm,5
USA,United States,2018,2018-12-09,"USA: Severe Winter - North Carolina, South Carolina - 9/12/2018",Weather related,Extreme temperature,208
USA,United States,2018,2018-12-03,USA: Storm - Lawrence county (MIssouri) - 3/12/2018,Weather related,Storm,18
USA,United States,2018,2018-11-30,"USA: Tornado -  Muskogee, Cherokee, Sequoyah, Adair, Delaware counties (Oklahoma) - 30/11/2018",Weather related,Storm,390
USA,United States,2018,2018-06-25,"USA: Sinkhole - Moon Lake, Pasco County (Florida) - 25/6/2018",Weather related,Wet mass movement,13
USA,United States,2018,2018-11-29,USA: Mudslide - California - 29/11/2018,Weather related,Wet mass movement,2000
USA,United States,2018,2018-06-23,USA: Pawnee Wildfire - Lake County (California) - 23/6/2018,Weather related,Wildfire,3000
USA,United States,2018,2018-07-04,USA: Flood - Lyon County (Minnesota) - 4/7/2018,Weather related,Flood,13
USA,United States,2018,2018-10-07,"USA, Cuba: Hurricane Michael - 07/10/2018",Weather related,Storm,375000
USA,United States,2018,2018-10-11,USA: Storm - Virginia - 11/10/2018,Weather related,Storm,96
USA,United States,2018,2018-11-30,USA: Earthquake - Anchorage (Alaska) - 30/11/2018,Geophysical,Earthquake,317
USA,United States,2018,2018-11-08,USA: Wildfire (Woolsey) - Ventura and Los Angeles Counties (California) - 8/11/2018,Weather related,Wildfire,182000
USA,United States,2018,2018-06-29,USA: Chateau Wildfire - Teller (Colorado) - 29/6/2018,Weather related,Wildfire,950
USA,United States,2018,2018-07-19,USA: Wildfire (Silver Creek) - Grand County (Colorado) - 19/7/2018,Weather related,Wildfire,485
USA,United States,2018,2018-06-27,USA: Wildfire (Spring Creek) - Costilla (Colorado) - 27/6/2018,Weather related,Wildfire,1000
USA,United States,2018,2018-07-02,"USA: Wildfire (Mecca) - Warm Springs, Jefferson County (Oregon) - 2/7/2018",Weather related,Wildfire,104
USA,United States,2018,2018-06-24,USA: Creek Wildfire - Shasta County (California) - 24/6/2018,Weather related,Wildfire,1000
USA,United States,2018,2018-08-11,USA: Wildfire (Howe Ridge) - Lake MacDonald / Glacier National Park - 12/8/2018,Weather related,Wildfire,34
USA,United States,2018,2018-08-09,USA: Lightning - Gwinnett County (Georgia) - 9/8/2018,Weather related,Storm,5
USA,United States,2018,2018-06-29,USA: Wildfire (Stonemoor) - Pueblo (Colorado) - 29/6/2018,Weather related,Wildfire,9
USA,United States,2018,2018-06-28,USA: Thunderstorm - Fairview Heights (Illinois) - 28/6/2018,Weather related,Storm,16
USA,United States,2018,2018-06-27,"USA: Tornado - Eureka, Greenwood County (Kansas) - 27/6/2018",Weather related,Storm,57
USA,United States,2018,2018-01-01,USA: Ice Jam Floods - Plattsburgh (New York) - 1/1/2018,Weather related,Flood,182
USA,United States,2018,2018-06-25,USA: Flood - Lincoln County (Kentucky) - 25/6/2018,Weather related,Flood,10
USA,United States,2018,2018-06-24,"USA: Wildfire - Eastpoint, Franklin County (Florida) - 24/6/2018",Weather related,Wildfire,94
USA,United States,2018,2018-06-28,USA: Wildfire (Weston Pass) - Park County (Colorado) - 28/6/2018,Weather related,Wildfire,3
USA,United States,2018,2018-12-20,USA: Storm - Tampa Bay (Florida) - 20/12/2018,Weather related,Storm,65
USA,United States,2018,2018-12-02,USA: Flood - Crisp county (Georgia) - 3/12/2018,Weather related,Flood,80
USA,United States,2018,2018-12-31,"USA: Flooding - Moundville, Hale county (Alabama) - 31/12/2018",Weather related,Flood,19
USA,United States,2018,2018-08-31,USA: Storm - Harford county (Maryland) - 31/8/2018,Weather related,Flood,26
USA,United States,2018,2018-08-10,USA: Wildfire (Hawk) - Yakima (Washington) - 10/8/2018,Weather related,Wildfire,800
USA,United States,2018,2018-07-28,USA: Wildfire (Cougar Creek) - Chelan (Washington) - 28/7/2018,Weather related,Wildfire,705
USA,United States,2018,2018-09-05,USA: Hurricane Olivia - Hawaii - 7/9/2018,Weather related,Storm,101
USA,United States,2018,2018-08-11,USA: Wildfire (Vineyard) - Fall River (South Dakota) - 11/8/2018,Weather related,Wildfire,150
USA,United States,2018,2018-07-04,USA: Wildfire (Lake Christine) - Eagle (Colorado) - 4/7/2018,Weather related,Wildfire,1793
USA,United States,2018,2018-07-23,USA: Wildfire (Carr) - Shasta and Trinity Counties (California) - 23/7/2018,Weather related,Wildfire,39000
USA,United States,2018,2018-07-01,USA: Wildfire (Dollar Ridge) - Wasatch/Duchesne (Utah) - 1/7/2018,Weather related,Wildfire,234
USA,United States,2018,2018-06-23,"USA: Wildfire - Red Bluff, Tehama County (California) - 23/6/2018",Weather related,Wildfire,5
USA,United States,2018,2018-07-27,USA: Wildfire (Mendocino Complex - River and Ranch fires) - Mendocino and Lake Counties (California) - 27/7/2018,Weather related,Wildfire,29988
USA,United States,2018,2018-08-31,"USA: Hurricane Florence - South Carolina, North Carolina, Virginia, Kentucky, Tennessee - 31/8/2018",Weather related,Storm,463674
USA,United States,2018,2018-05-04,United States: Volcano eruption - Mount Kilauea; Hawaii - 04/05/2018,Geophysical,Volcanic eruption,2800
USA,United States,2018,2018-04-30,United States: McDannald Fire - Jeff Davis; Texas - 30/04/2018,Weather related,Wildfire,3
USA,United States,2018,2018-04-27,POTENTIALLY HUMAN INDUCED United States: Tinder fire - Arizona; Coconino - 27/04/2018,Weather related,Wildfire,600
USA,United States,2018,2018-09-26,USA: Flood - Alabama - 26/09/2018,Weather related,Flood,3
USA,United States,2018,2018-09-05,USA: Floods - Marathon (Wisconsin) - 5/9/2018,Weather related,Flood,10
USA,United States,2018,2018-09-22,"USA: Wildfire (Charlie) - Castaic, Los Angeles County (California) - 22/9/2018",Weather related,Wildfire,91
USA,United States,2018,2018-12-28,USA: Flood - Henderson County (North Carolina) - 28/12/2018,Weather related,Flood,65
USA,United States,2018,2018-09-03,"USA: Tropical Depression Gordon - Louisiana, Mississippi, Alabama - 3/9/2018",Weather related,Storm,359
USA,United States,2018,2018-09-02,USA: Wildfire (Hugo Road) - Josephine (Oregon) - 2/9/2018,Weather related,Wildfire,520
USA,United States,2019,2019-03-05,USA: Storm - Santa Barbara County (California) - 5/3/2019,Weather related,Storm,2935
USA,United States,2019,2019-09-10,USA: Storm - Madison County (Alabama) - 11/9/2019,Weather related,Storm,31
USA,United States,2019,2019-03-08,"USA: Flooding - Strathmore, Tulare County (California) - 8/3/2019",Weather related,Flood,21
USA,United States,2019,2019-10-10,USA: Wildfire (Sandalwood) - California (Riverside County) - 10/10/2019,Weather related,Wildfire,1300
USA,United States,2019,2019-09-11,USA: Flood - Davison County (South Dakota) - 11/9/2019,Weather related,Flood,18
USA,United States,2019,2019-10-06,USA: Wildfire (Briceburg) - California (Mariposa County) - 6/10/2019,Weather related,Wildfire,130
USA,United States,2019,2019-09-14,USA: Wildfire (Horseshoe) - Riverside County (California) - 14/9/2019,Weather related,Wildfire,200
USA,United States,2019,2019-10-10,USA: Wildfire - California (Contra Costa County) - 10/10/2019,Weather related,Wildfire,364
USA,United States,2019,2019-09-11,USA: Storm - Kent County (Michigan) - 11/9/2019,Weather related,Storm,12
USA,United States,2019,2019-09-10,"USA: Tornado - Sioux Falls, Minnehaha County (South Dakota) - 10/9/2019",Weather related,Storm,96
USA,United States,2019,2019-09-12,USA: Storm/Lightning - New Kent County (Virginia) - 12/9/2019,Weather related,Storm,4
USA,United States,2019,2019-09-12,USA: Storm/Lightning - Waukesha County (Wisconsin) - 12/9/2019,Weather related,Storm,100
USA,United States,2019,2019-02-25,USA: Landslide - Hawkins County (Tennessee) - 25/2/2019,Weather related,Wet mass movement,12
USA,United States,2019,2019-10-22,USA: Wildfire (Kahana Ridge) - Hawaii (Maui) - 22/10/2019,Weather related,Wildfire,300
USA,United States,2019,2019-09-08,USA: Storm - Pima County (Arizona) - 8/9/2019,Weather related,Storm,15
USA,United States,2019,2019-09-07,USA: Wildfire (Swedes) - Butte County (California) - 7/9/2019,Weather related,Wildfire,15
USA,United States,2019,2019-09-03,USA: Wildfire (Country) - El Dorado County (California) - 3/9/2019,Weather related,Wildfire,30
USA,United States,2019,2019-10-28,USA: Wildfire (Getty) - California (Los Angeles County) - 28/10/2019,Weather related,Wildfire,19000
USA,United States,2019,2019-10-30,USA: Wildfire (Easy) - California (Ventura County) - 30/10/2019,Weather related,Wildfire,25000
USA,United States,2019,2019-10-30,USA: Wildfire (Hill) - California (Riverside County) - 31/10/2019,Weather related,Wildfire,7700
USA,United States,2019,2019-10-31,USA: Wildfire (Maria) - California (Ventura County) - 31/10/2019,Weather related,Wildfire,10800
USA,United States,2019,2019-12-07,USA: Floods - California (San Francisco) - 7/12/2019,Weather related,Flood,3
USA,United States,2019,2019-02-23,USA: Flooding - Moore County (Tennessee) - 23/2/2019,Weather related,Flood,10
USA,United States,2019,2019-09-12,USA: Flood - South Dakota (Yankton County) - 15/9/2019,Weather related,Flood,16
USA,United States,2019,2019-09-17,USA: Hurricane Imelda - Texas - 17/9/2019,Weather related,Storm,1106
USA,United States,2019,2019-12-16,USA: Storm - California (Ventura County) - 16/12/2019,Weather related,Storm,10
USA,United States,2019,2019-07-24,USA: Wildfire (Mile Post 97) - Douglas County (Oregon) - 24/7/2019,Weather related,Wildfire,22
USA,United States,2019,2019-07-21,USA: Wildfire (Museum) - Coconino County (Arizona) - 21/7/2019,Weather related,Wildfire,1700
USA,United States,2019,2019-08-22,USA: Wildfire (Mountain) - Shasta County (California) - 22/8/2019,Weather related,Wildfire,3885
USA,United States,2019,2019-08-24,"USA: Storm/Lightning - Savannah, Chatham County (Georgia) - 24/8/2019",Weather related,Storm,30
USA,United States,2019,2019-08-07,USA: Wildfire (Williams Flat) - Colville Indian Reservation (Washington) - 7/8/2019,Weather related,Wildfire,60
USA,United States,2019,2019-09-03,USA: Wildfire (Snoqulamie) - Davis County (Utah) - 3/9/2019,Weather related,Wildfire,325
USA,United States,2019,2019-08-17,USA: Wildfire (McKinley) - Matanuska-Susitna (Alaska) - 17/8/2019,Weather related,Wildfire,2056
USA,United States,2019,2019-02-19,USA: Storm - Mississippi - 18/2/2019,Weather related,Storm,780
USA,United States,2019,2019-09-05,USA: Wildfire (Tenaja) - Riverside County (California) - 5/9/2019,Weather related,Wildfire,1118
USA,United States,2019,2019-08-08,USA: Storm - Ardmore (Pennsylvania) - 8/8/2019,Weather related,Storm,47
USA,United States,2019,2019-08-17,USA: Wildfire (Deshka Landing) - Matanuska-Susitna (Alaska) - 17/8/2019,Weather related,Wildfire,185
USA,United States,2019,2019-08-13,"USA: Storm/Lightning - Xenia, Greene County (Ohio) -13/8/2019",Weather related,Storm,5
USA,United States,2019,2019-11-28,USA: Storm - California (San Diego County) - 28/11/2019,Weather related,Storm,16
USA,United States,2019,2019-02-18,"USA: Flooding - Sheffield, Colbert County (Alabama) - 18/2/2019",Weather related,Flood,8
USA,United States,2019,2019-12-21,USA: Ice Jam Flood - Alaska (Matanuska-Susitna) - 21/12/2019,Weather related,Flood,34
USA,United States,2019,2019-08-10,USA: Flash Flooding - Weston County (Wyoming) -10/8/2019,Weather related,Flood,3
USA,United States,2019,2019-06-20,USA: Flood - Berks County (Pennsylvania) - 20/6/2019,Weather related,Flood,80
USA,United States,2019,2019-08-22,USA: Flood - Taylor County (Florida) - 22/8/2019,Weather related,Flood,260
USA,United States,2019,2019-08-20,USA: Storm - Scottsbluff county (Nebraska) - 20/8/2019,Weather related,Storm,3
USA,United States,2019,2019-09-17,USA: Flood - Nebraska (Pottawattamie County) - 17/9/2019,Weather related,Flood,2
USA,United States,2019,2019-08-19,USA: Storm/Lightning - South Jersey (New Jersey) - 19/8/2019,Weather related,Storm,1
USA,United States,2019,2019-09-07,USA: Flood - Minnehaha County (South Dakota) - 7/9/2019,Weather related,Flood,25
USA,United States,2019,2019-08-30,USA: Wildfire (Gun Range Fire) - Davis County (Utah) - 30/8/2019,Weather related,Wildfire,1040
USA,United States,2019,2019-10-02,USA: Wildfire - Hawaii (Maui) - 2/10/2019,Weather related,Wildfire,220
USA,United States,2019,2019-06-16,USA: Mudslide - Hamilton County (Ohio) - 16/6/2019,Weather related,Storm,30
USA,United States,2019,2019-08-06,"USA: Tornado - Burke, Gregory County (South Dakota) - 6/8/2019",Weather related,Storm,5
USA,United States,2019,2019-09-22,USA: Wildfire (Johnson) - Arizona (Yavapai County) - 22/9/2019,Weather related,Wildfire,91
USA,United States,2019,2019-07-23,USA: Wildfire (Left Hand) - Wenatchee (Washington) - 23/7/2019,Weather related,Wildfire,68
USA,United States,2019,2019-06-16,USA: Storm - Dallas (Texas) - 16/6/2019,Weather related,Storm,36
USA,United States,2019,2019-06-18,"USA: Brush Fire - Laveen, Maricopa County (Arizona) - 18/6/2019",Weather related,Wildfire,15
USA,United States,2019,2019-04-29,"USA: Flooding (Mississippi River) - Iowa, Missouri - 29/4/2019",Weather related,Flood,2478
USA,United States,2019,2019-08-15,"USA: Wildfire - Moreno Valley, Riverside County (California) - 15/8/2019",Weather related,Wildfire,5
USA,United States,2019,2019-10-06,USA: Flood - Alaska (Juneau) - 6/10/2019,Weather related,Flood,3
USA,United States,2019,2019-10-06,USA: Grass Fire - Texas (Hutto) - 6/10/2019,Weather related,Wildfire,13
USA,United States,2019,2019-03-13,USA: Flooding - Missouri - 13/3/2019,Weather related,Flood,2180
USA,United States,2019,2019-06-24,USA: Thunderstorm - Universal City (Texas) - 24/6/2019,Weather related,Storm,6
USA,United States,2019,2019-02-12,USA: Flooding - California - 12/2/2019,Weather related,Flood,200
USA,United States,2019,2019-07-06,USA: Storm - Dauphin County (Pennsylvania) - 6/7/2019,Weather related,Storm,6
USA,United States,2019,2019-08-24,USA: Wildfire (Long Valley) - Lassen (California) and Washoe (Nevada) - 24/8/2019,Weather related,Wildfire,150
USA,United States,2019,2019-03-13,USA: Flooding - Nebraska - 13/3/2019,Weather related,Flood,2593
USA,United States,2019,2019-05-28,"USA: Tornado - Caernarvon Township, Berks County (Pennsylvania) - 28/5/2019",Weather related,Storm,12
USA,United States,2019,2019-07-22,USA: Wildfire (Canyon) - Napa County (California) - 22/7/2019,Weather related,Wildfire,23
USA,United States,2019,2019-07-23,USA: Tornado - Barnstable County (Massachusetts) - 23/7/2019,Weather related,Wildfire,2
USA,United States,2019,2019-07-07,USA: Wildfire (Malaspina and Montana Creek) - Alaska - 7/7/2019,Weather related,Wildfire,5
USA,United States,2019,2019-02-22,"USA: Landslide - Santa Clarita, Los Angeles County (California) - 22/2/2019",Geophysical,Dry mass movement,10
USA,United States,2019,2019-07-23,USA: Wildfire (Desert Canyon) - Douglas County (Washington) - 23/7/2019,Weather related,Wildfire,5
USA,United States,2019,2019-07-23,"USA: Storm - Bishopville, Lee County (South Carolina) - 23/7/2019",Weather related,Storm,71
USA,United States,2019,2019-05-24,"USA: Flood - Ponca City, Kay County (Oklahoma) - 24/5/2019",Weather related,Flood,31
USA,United States,2019,2019-07-24,USA: Flood - Brown County (Wisconsin) - 22/7/2019,Weather related,Flood,5
USA,United States,2019,2019-07-22,"USA: Flood - University City, St. Louis County (Missouri) - 22/7/2019",Weather related,Flood,52
USA,United States,2019,2019-06-07,USA: Flooding - Tennessee - 7/6/2019,Weather related,Flood,132
USA,United States,2019,2019-10-23,USA: Wildfire (Kincade) - California (Sonoma County) - 24/10/2019,Weather related,Wildfire,189980
USA,United States,2019,2019-07-23,USA: Wildfire (Cheney Complex) - Spokane County (Washington) - 23/2019,Weather related,Wildfire,10
USA,United States,2019,2019-07-20,USA: Flash Flood - Oktibbeha County (Mississippi) - 20/7/2019,Weather related,Flood,10
USA,United States,2019,2019-06-27,"USA: Flash Floods - Steger Village, Cook County (Illinois) - 27/6/2019",Weather related,Flood,53
USA,United States,2019,2019-07-08,USA: Flash Floods - Washington DC; Maryland - 8/7/2019,Weather related,Flood,5
USA,United States,2019,2019-10-18,USA: Tornado - Florida (Polk County) - 18/10/2019,Weather related,Storm,130
USA,United States,2019,2019-05-27,USA: Tornado - Montgomery County (Ohio) - 27/5/2019,Weather related,Storm,5814
USA,United States,2019,2019-06-29,"USA: Flood - Bayard, Grant County (West Virginia) - 29/6/2019",Weather related,Flood,78
USA,United States,2019,2019-06-21,USA: Wildfire (Shovel Creek) - North Star (Alaska) - 21/6/2019,Weather related,Wildfire,973
USA,United States,2019,2019-07-21,USA: Storm - Montgomery County (Maryland) - 21/7/2019,Weather related,Storm,5
USA,United States,2019,2019-03-13,USA: Flooding - Kansas - 13/3/2019,Weather related,Flood,20
USA,United States,2019,2019-03-14,"USA: Ice Jam Flood - Jordan, Scott County (Minnesota) - 14/3/2019",Weather related,Flood,377
USA,United States,2019,2019-06-04,"USA: Storm - Le Center, Le Sueur County County (Minnesota) - 4/6/2019",Weather related,Storm,6
